Place name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Coordinates
Chizha,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.366705'), Decimal('67.084013'))"
Reads (tub),2014,21228,18320,20621,21585,23037,34631,41119,43291,28266,25660,22434,267.78,323759,"(Decimal('113.306492'), Decimal('52.020464'))"
Çokurdah,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.90427'), Decimal('70.623269'))"
Çumikan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.28347'), Decimal('54.69673'))"
Şarıpovo,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('89.169766'), Decimal('55.458343'))"
Shakhtars'k,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.076602'), Decimal('49.189684'))"
Şoyna,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.156661'), Decimal('67.872927'))"
Shushenskoe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.048274'), Decimal('53.388274'))"
Egvekinot (Bay Cross),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.089626'), Decimal('65.885249'))"
Ekimçan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('132.950411'), Decimal('53.074423'))"
Elista,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.330575'), Decimal('46.369401'))"
ESSO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.709467'), Decimal('55.93715'))"
South kurilsk (Mendeleevo),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Yuzhno-(Khomutovo),2014,63030,53693,62906,60242,65954,77471,92172,94642,79512,74276,65491,1205.6,853597,"(Decimal('142.723677'), Decimal('46.886967'))"
Yakutsk,2014,48869,47382,60913,64637,63312,85927,105513,111752,84958,74096,60721,1443.24,870040,"(Decimal('129.750225'), Decimal('62.086594'))"
Yakutsk (Magan),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-6.226888'), Decimal('8.607871'))"
Yamburg,2014,5592,5024,5599,5484,4993,4771,4923,4878,4937,5430,5666,2.67,62944,"(Decimal('75.097783'), Decimal('67.980026'))"
Yaroslavl (Tunoshna),2014,274,229,769,763,726,1133,1390,928,1615,1548,1048,793.7,11312,"(Decimal('40.170054'), Decimal('57.56231'))"
Yartsevo,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.203907'), Decimal('60.252931'))"
Abakan,2013,9179,8747,9488,9783,9977,15524,16938,18095,15277,12397,13977,83.34,153986,"(Decimal('91.399735'), Decimal('53.751351'))"
Aikhal,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.543324'), Decimal('65.957161'))"
Loss,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('125.398355'), Decimal('58.602489'))"
Amderma,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.577429'), Decimal('69.759076'))"
Anadyr,2013,3468,3865,4966,6454,7298,9223,11038,11123,10051,10400,7739,354,93295,"(Decimal('177.738273'), Decimal('64.713433'))"
Anapa (Vitjazevo),2013,13195,12090,15810,19361,33302,115426,166160,176144,113678,34062,20231,49.56,738908,"(Decimal('37.341511'), Decimal('45.003748'))"
Antypayuta,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Apatite (Khibiny),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.581999'), Decimal('67.459641'))"
Arkhangelsk (Vaskovo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.706789'), Decimal('64.592645'))"
Arkhangelsk (Talagy),2013,46252,43607,53366,56130,65093,79058,82032,83294,70787,65391,59229,504.3,759474,"(Decimal('40.714892'), Decimal('64.596138'))"
Astrakhan (Narimanovo),2013,21375,22067,25548,34100,34306,32697,39231,40460,43593,38028,28825,102.95,387228,"(Decimal('47.999896'), Decimal('46.287344'))"
Achinsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.566467'), Decimal('56.271301'))"
Trip,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('138.042241'), Decimal('56.431311'))"
Auctions,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('113.479076'), Decimal('54.369366'))"
Baykit,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('96.366763'), Decimal('61.681612'))"
Barnaul (Titov Name),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('83.547723'), Decimal('53.361377'))"
In Salah,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
white Mountain,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2013,4190,3748,5122,7992,8447,9003,10565,10012,7834,7446,9040,55.8,91892,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.046174'), Decimal('63.927111'))"
"Beringovsky (Branch PCF ""A / P Chukotka"")",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('179.293427'), Decimal('63.025373'))"
Biisk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.343842'), Decimal('52.481983'))"
Blagoveshchensk,2013,19350,17523,19551,19127,21465,27414,35958,38164,33546,29189,24230,282.9,308713,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.445792'), Decimal('52.376818'))"
Boguçanı,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('97.46764'), Decimal('58.381633'))"
Bodaybo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2013,5498,5506,5774,5799,6364,7395,7568,8344,6254,4627,4040,3.68,70340,"(Decimal('52.790306'), Decimal('54.634026'))"
Petrel,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.622486'), Decimal('44.920825'))"
Vanavara,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('102.303298'), Decimal('60.351026'))"
Varandey,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('121.691798'), Decimal('63.754713'))"
Витим,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.566271'), Decimal('59.459285'))"
Vladivostok (Knevichi),2013,130554,117918,140302,134209,149645,168553,185025,204597,165996,161158,135551,3060.5,1830047,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2013,32422,33173,39187,46407,61566,74239,79355,86797,78136,63790,52682,97,687628,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2013,4548,4826,5492,6355,6989,8059,8594,8845,7798,5432,4795,73.59,76934,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2013,16117,18175,21210,23856,29945,40736,43601,43424,40009,30548,26519,9.59,357742,"(Decimal('39.225359'), Decimal('51.812576'))"
Vuktyl,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.286293'), Decimal('63.826824'))"
Gelendzhik,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.699751'), Decimal('43.384707'))"
Kervan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Distance,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('133.730759'), Decimal('45.879914'))"
deputy,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('80.383003'), Decimal('73.516386'))"
Dudinka,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.176769'), Decimal('69.389122'))"
Yeisk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.220872'), Decimal('46.680447'))"
Ekaterinburg (Koltsovo),2013,250279,237717,281496,301742,355677,418657,473766,496422,443147,360241,318963,2160.89,4253202,"(Decimal('60.802263'), Decimal('56.750256'))"
Ekaterinburg (Uktus),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.802263'), Decimal('56.750256'))"
Yelizovo (Avachinskiy),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.425285'), Decimal('53.169328'))"
Pitorafik,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zonalnoe,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.756348'), Decimal('50.669311'))"
Zыrjanka,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2013,959,995,1207,1404,1068,1851,2209,2354,1994,2168,1893,13.72,19893,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.047682'), Decimal('67.645944'))"
Inta,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.11825'), Decimal('66.053127'))"
Yoshkar-Ola,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.906786'), Decimal('56.700099'))"
Irkutsk,2013,92978,92197,108768,106874,108558,140941,169273,175621,143492,124550,132134,1263.03,1527203,"(Decimal('104.355777'), Decimal('52.273103'))"
Harbin,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.033972'), Decimal('44.267001'))"
Kazan,2013,96629,97462,111910,127153,151846,185970,222894,214399,198367,171301,140837,412.14,1847258,"(Decimal('49.298591'), Decimal('55.608089'))"
Kazachinskoye (Kazachinsko),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.568638'), Decimal('56.277428'))"
Kaliningrad (Hrabrovo),2013,74604,71587,81829,91043,113137,136109,163208,163763,123308,161906,97319,476.94,1367263,"(Decimal('20.58582'), Decimal('54.883038'))"
Kaluga,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.366974'), Decimal('54.54689'))"
Karatayka,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.412462'), Decimal('68.764539'))"
Starobachaty,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
cedar,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('79.459059'), Decimal('57.616471'))"
Kemerovo,2013,34804,31844,38674,35991,36637,45015,50775,52553,43969,36330,38288,557.31,484424,"(Decimal('86.118863'), Decimal('55.28199'))"
Keperveem,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.145801'), Decimal('67.844582'))"
Ust-kut,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.051455'), Decimal('57.770078'))"
Kirov,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.346758'), Decimal('58.4975'))"
Kogalym,2013,11786,10676,12016,11588,11962,12052,12047,12585,11818,11903,11021,55.8,140538,"(Decimal('74.5295'), Decimal('62.195565'))"
Kodinsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.102052'), Decimal('58.47899'))"
Kolpaşevo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Komsomolsk-on-Amur,2013,55,112,280,1319,1616,3469,4583,4614,9556,2526,1552,425.13,31934,"(Decimal('136.929004'), Decimal('50.403351'))"
Kondinskoye,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('67.421005'), Decimal('59.654312'))"
Koryaki (Koryaksky),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Kostroma,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.013303'), Decimal('57.807633'))"
Kotkin,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('51.114283'), Decimal('67.027658'))"
Kotlas,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.703403'), Decimal('61.237562'))"
Krasnodar (Paszkowski),2013,178427,167355,190985,203920,247483,275115,310185,323377,293818,240101,218788,663.72,2853394,"(Decimal('39.139669'), Decimal('45.033923'))"
Krasnoselkup,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.460555'), Decimal('65.716517'))"
Krasnoyarsk (Emelyanovo),2013,135145,127461,146244,145036,158967,197026,221864,233318,194936,163613,159442,1723.66,2044014,"(Decimal('92.486391'), Decimal('56.180578'))"
Krasnoyarsk (Cheremshanka),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.486391'), Decimal('56.180578'))"
Mound,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.411582'), Decimal('55.462896'))"
Kurilsk (Clear),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2013,451,627,636,1028,1120,1437,2211,2186,1647,1751,1587,11.8,16651,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2013,4281,2198,4931,5859,8084,4519,8042,9888,6952,7274,6669,44.06,74718,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Magadan-13),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.918648'), Decimal('59.623593'))"
Magadan (Falcon),2013,19076,20389,23745,26911,28911,35404,42207,44034,38812,34544,26676,877,368330,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.761516'), Decimal('53.391002'))"
Maikop,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mom,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mezen,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2013,88630,79183,97444,103701,135548,146455,157866,173419,151219,128101,107783,180,1472836,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2013,14094,13940,16436,17940,20417,23488,28202,27400,22717,19277,16960,1428.95,238829,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Bykovo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Vnukovo),2013,650751,583539,698571,861005,915848,1080464,1208860,1277220,1119925,977052,913762,4350.51,11175142,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2013,2093318,1849441,2202719,2178771,2576529,3001446,3379555,3541170,3180182,2572423,2126584,17048.74,30765078,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Sheremetyevo),2013,1879105,1756948,2108831,2188614,2481258,2818363,3080499,3088705,2785742,2524218,2167339,18657.4,28974815,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2013,38942,36508,44626,45185,55293,61559,63309,65722,57288,52273,46492,180.5,614024,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape Schmidt,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.380105'), Decimal('68.864431'))"
Cape-Stone,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nadym,2013,11066,10089,11451,12326,14412,15403,16119,15700,14312,13424,14324,61.47,162446,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas / Sleptsovskaya),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nalchik,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2013,39350,38239,43247,45027,49033,67175,78666,78303,59351,47031,46269,733.9,641345,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhneudinsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.063101'), Decimal('54.896019'))"
Nizhny Novgorod (Strigino),2013,51441,48021,59739,64638,75788,94255,99576,100116,96227,79446,72622,163.31,910015,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2013,2590,2523,2808,2976,3421,3858,3755,4159,4181,3565,3236,13.66,40288,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk,2013,9617,9294,10764,10040,12030,18063,19185,21056,17766,15045,15568,119,174629,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (North),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.667491'), Decimal('55.009425'))"
Novosibirsk (Tolmachyovo),2013,236505,215938,251823,252686,275457,331779,389820,410274,353710,299224,289100,2445,3592285,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2013,52141,49043,55845,59594,64115,66839,69141,70848,64796,58689,59297,257.9,732457,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2013,30787,23879,29056,32757,46423,51584,58797,60471,51554,38596,30958,1745.78,485521,"(Decimal('87.342342'), Decimal('69.325039'))"
Norilьsk (But),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2013,15496,14920,17450,18625,19011,21347,22009,22682,20361,17148,17875,71.1,225623,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2013,62012,55815,65160,65288,76273,99020,113394,118455,97945,74336,66615,322,961122,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.740193'), Decimal('62.459104'))"
Eagle (South),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.01938'), Decimal('52.932788'))"
Orenburg (central),2013,27804,27644,31939,36313,48927,63377,70589,75431,62922,46757,39847,129.25,571792,"(Decimal('55.457063'), Decimal('51.79139'))"
Orsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.593863'), Decimal('51.076909'))"
Ossora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2013,1100,1648,1204,2084,2000,2068,2522,2535,2289,2621,1532,210,22830,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bakharevka),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('56.010461'), Decimal('57.91612'))"
Perm (Bolshoye Savino),2013,67722,66443,77523,81715,92018,115733,126140,131216,115680,100740,86291,299.94,1148921,"(Decimal('56.010461'), Decimal('57.91612'))"
Gerbil (Kolguev Island),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.249107'), Decimal('69.186265'))"
Petrozavodsk (Besovets),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petrozavodsk (Sands),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2013,37020,33112,39049,39992,50153,61977,75261,80132,65829,55525,41358,932.3,621137,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2013,3060,2978,3432,3421,4344,5470,5586,5595,5727,4161,4145,143.17,51853,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rogachevo (Amderma-2),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.477414'), Decimal('71.609701'))"
Rostov-on-Don,2013,135503,124682,144233,159855,195657,215646,234159,252337,225707,185044,160874,637.1,2189439,"(Decimal('39.929081'), Decimal('47.488342'))"
Rostov-on-Don (fee),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
